SQUAREID,LINESET,NR_UBICAZIONI
10621,DG1001125,1
10627,DG1001125,3
10628,DG1001125,112
10628,DG1013503,9
10629,DG1013503,50
10629,DG1013596,1
10631,DG1013504,1
10631,DG1013505,11
10632,DG1013505,173
10638,DG1013505,5
10705,DG1099111,5
10745,DG1013503,12
10746,DG1013503,345
10747,DG1013505,84
10748,DG1013504,21
10748,DG1013505,400
10749,DG1013504,5
10749,DG1013505,13
10750,DG1013504,9
10751,DG1013504,5
10752,DG1013504,1
10866,DG1013504,8
10867,DG1013504,7
10868,DG1013504,9
10980,DG1013503,11
10981,DG1013503,5
10982,DG1013503,1
10982,DG1013504,1
10983,DG1013504,5
10984,DG1013504,2
11097,DG1013503,1
11098,DG1013503,6
11099,DG1013503,3
